# TRACKC++ version(Aug 25 2014 16:45:52)
# Accelerator Physics Group - LNLS
# Campinas BRAZIL
# contact: xresende@gmail.com
# [closed-orbit]
# ebeam_energy[eV] : 3000000000.000000
# harmonic_number  : 864
# cavity_state     : on
# radiation_state  : on
# chamber_state    : on

# idx fam_name        s[m]                   rx[m]                  ry[m]                  de                     px[rad]                py[rad]                dl[m]                 
# --- --------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ----------------------
00150 id_endb         +2.691980000000001E+01 +2.707564491660603E-08 +0.000000000000000E+00 -7.423065271658991E-05 +2.622052610957513E-08 +0.000000000000000E+00 -1.899037764252412E-02
00151 dib             +2.691980000000001E+01 +2.707564491660603E-08 +0.000000000000000E+00 -7.423065271658991E-05 +2.622052610957513E-08 +0.000000000000000E+00 -1.899037764252412E-02
00152 d10             +2.883265000000001E+01 +7.723530166936760E-08 +0.000000000000000E+00 -7.423065271658991E-05 +2.622052610957513E-08 +0.000000000000000E+00 -1.899037764252346E-02
00153 crhv            +2.893265000000001E+01 +7.985754893145096E-08 +0.000000000000000E+00 -7.423065271658991E-05 +2.622052610957513E-08 +0.000000000000000E+00 -1.899037764252343E-02
00154 qbd2            +2.893265000000001E+01 +7.985754893145096E-08 +0.000000000000000E+00 -7.423065271658991E-05 +2.622052610957513E-08 +0.000000000000000E+00 -1.899037764252343E-02
00155 d12             +2.907265000000001E+01 +8.669677578943182E-08 +0.000000000000000E+00 -7.423065271659559E-05 +7.210678233468482E-08 +0.000000000000000E+00 -1.899037764252325E-02
00156 vcm             +2.919265000000001E+01 +9.535023202129835E-08 +0.000000000000000E+00 -7.423065271659559E-05 +7.210678233468482E-08 +0.000000000000000E+00 -1.899037764252293E-02
00157 d12             +2.919265000000001E+01 +9.535023202129835E-08 +0.000000000000000E+00 -7.423065271659559E-05 +7.210678233468482E-08 +0.000000000000000E+00 -1.899037764252293E-02
00158 hcm             +2.931265000000001E+01 +1.040036882531649E-07 +0.000000000000000E+00 -7.423065271659559E-05 +7.210678233468482E-08 +0.000000000000000E+00 -1.899037764252262E-02
00159 d12             +2.931265000000001E+01 +1.040036882531649E-07 +0.000000000000000E+00 -7.423065271659559E-05 +7.210678233468482E-08 +0.000000000000000E+00 -1.899037764252262E-02
00160 sb2             +2.943265000000001E+01 +1.126571444850314E-07 +0.000000000000000E+00 -7.423065271659559E-05 +7.210678233468482E-08 +0.000000000000000E+00 -1.899037764252231E-02
00161 d12             +2.958265000000001E+01 +1.234739546472972E-07 +0.000000000000000E+00 -7.423065271659559E-05 +7.210664306014445E-08 +0.000000000000000E+00 -1.899037764252193E-02
00162 BPM             +2.970265000000001E+01 +1.321273941649781E-07 +0.000000000000000E+00 -7.423065271659559E-05 +7.210664306014445E-08 +0.000000000000000E+00 -1.899037764252162E-02
00163 d12             +2.970265000000001E+01 +1.321273941649781E-07 +0.000000000000000E+00 -7.423065271659559E-05 +7.210664306014445E-08 +0.000000000000000E+00 -1.899037764252162E-02
00164 qbf             +2.982265000000001E+01 +1.407808336826591E-07 +0.000000000000000E+00 -7.423065271659559E-05 +7.210664306014445E-08 +0.000000000000000E+00 -1.899037764252130E-02
00165 d23             +3.016265000000001E+01 +1.329124761010450E-07 +0.000000000000000E+00 -7.423065271663541E-05 -1.166342931232014E-07 +0.000000000000000E+00 -1.899037764252070E-02
00166 qbd1            +3.039265000000001E+01 +1.060845972317492E-07 +0.000000000000000E+00 -7.423065271663541E-05 -1.166342931232014E-07 +0.000000000000000E+00 -1.899037764251914E-02
00167 d17             +3.053265000000001E+01 +9.269486734285181E-08 +0.000000000000000E+00 -7.423065271663999E-05 -7.555920168087344E-08 +0.000000000000000E+00 -1.899037764251849E-02
00168 sb1             +3.070265000000002E+01 +7.984884948881321E-08 +0.000000000000000E+00 -7.423065271663999E-05 -7.555920168087344E-08 +0.000000000000000E+00 -1.899037764251800E-02
00169 d17             +3.085265000000001E+01 +6.851413484534825E-08 +0.000000000000000E+00 -7.423065271663999E-05 -7.555911296484985E-08 +0.000000000000000E+00 -1.899037764251755E-02
00170 b1              +3.102265000000002E+01 +5.566813207415327E-08 +0.000000000000000E+00 -7.423065271663999E-05 -7.555911296484985E-08 +0.000000000000000E+00 -1.899037764251707E-02
00171 mb1             +3.143669000000002E+01 -3.478645913482486E-07 +0.000000000000000E+00 -7.476570512587885E-05 -1.897344774886421E-06 +0.000000000000000E+00 -1.899037965515281E-02
00172 b1              +3.143669000000002E+01 -3.478645913482486E-07 +0.000000000000000E+00 -7.476570512587885E-05 -1.897344774886421E-06 +0.000000000000000E+00 -1.899037965515281E-02
00173 d32             +3.185073000000002E+01 -1.552497371782160E-06 +0.000000000000000E+00 -7.530076831554664E-05 -3.989886677889457E-06 +0.000000000000000E+00 -1.899040085569647E-02
00174 vcm             +3.217073000000001E+01 -2.829357257237192E-06 +0.000000000000000E+00 -7.530076831554664E-05 -3.989886677889457E-06 +0.000000000000000E+00 -1.899040085314902E-02
00175 d12             +3.217073000000001E+01 -2.829357257237192E-06 +0.000000000000000E+00 -7.530076831554664E-05 -3.989886677889457E-06 +0.000000000000000E+00 -1.899040085314902E-02
00176 hcm             +3.229073000000001E+01 -3.308179714282829E-06 +0.000000000000000E+00 -7.530076831554664E-05 -3.989886677889457E-06 +0.000000000000000E+00 -1.899040085219372E-02
00177 d15             +3.229073000000001E+01 -3.308179714282829E-06 +0.000000000000000E+00 -7.530076831554664E-05 -3.989886677889457E-06 +0.000000000000000E+00 -1.899040085219372E-02
00178 sd1             +3.244073000000001E+01 -3.906707785589875E-06 +0.000000000000000E+00 -7.530076831554664E-05 -3.989886677889457E-06 +0.000000000000000E+00 -1.899040085099960E-02
00179 d17             +3.259073000000001E+01 -4.505207119576079E-06 +0.000000000000000E+00 -7.530076831554664E-05 -3.989484498165425E-06 +0.000000000000000E+00 -1.899040084980559E-02
00180 qf1             +3.276073000000001E+01 -5.183470558022236E-06 +0.000000000000000E+00 -7.530076831554664E-05 -3.989484498165425E-06 +0.000000000000000E+00 -1.899040084845253E-02
00181 d12             +3.301073000000001E+01 -5.777625398137082E-06 +0.000000000000000E+00 -7.530076833196725E-05 -7.046326553514421E-07 +0.000000000000000E+00 -1.899040084763349E-02
00182 BPM             +3.313073000000001E+01 -5.862187684384381E-06 +0.000000000000000E+00 -7.530076833196725E-05 -7.046326553514421E-07 +0.000000000000000E+00 -1.899040084760370E-02
00183 d11             +3.313073000000001E+01 -5.862187684384381E-06 +0.000000000000000E+00 -7.530076833196725E-05 -7.046326553514421E-07 +0.000000000000000E+00 -1.899040084760370E-02
00184 sf1             +3.324073000000001E+01 -5.939703113444406E-06 +0.000000000000000E+00 -7.530076833196725E-05 -7.046326553514421E-07 +0.000000000000000E+00 -1.899040084757639E-02
00185 d20             +3.339073000000000E+01 -6.045480179309107E-06 +0.000000000000000E+00 -7.530076833196725E-05 -7.056278771014353E-07 +0.000000000000000E+00 -1.899040084753909E-02
00186 qf2             +3.359073000000001E+01 -6.186616382393926E-06 +0.000000000000000E+00 -7.530076833196725E-05 -7.056278771014353E-07 +0.000000000000000E+00 -1.899040084748930E-02
00187 d17             +3.384073000000001E+01 -5.719649845082172E-06 +0.000000000000000E+00 -7.530076837124131E-05 +4.375586027258234E-06 +0.000000000000000E+00 -1.899040084678230E-02
00188 sd2             +3.401073000000001E+01 -4.975744203781887E-06 +0.000000000000000E+00 -7.530076837124131E-05 +4.375586027258234E-06 +0.000000000000000E+00 -1.899040084515466E-02
00189 d12             +3.416073000000001E+01 -4.319335935978772E-06 +0.000000000000000E+00 -7.530076837124131E-05 +4.375852638471649E-06 +0.000000000000000E+00 -1.899040084371842E-02
00190 hcm             +3.428073000000001E+01 -3.794194075776597E-06 +0.000000000000000E+00 -7.530076837124131E-05 +4.375852638471649E-06 +0.000000000000000E+00 -1.899040084256936E-02
00191 d10             +3.428073000000001E+01 -3.794194075776597E-06 +0.000000000000000E+00 -7.530076837124131E-05 +4.375852638471649E-06 +0.000000000000000E+00 -1.899040084256936E-02
00192 BPM             +3.438073000000001E+01 -3.356575858941451E-06 +0.000000000000000E+00 -7.530076837124131E-05 +4.375852638471649E-06 +0.000000000000000E+00 -1.899040084161181E-02
00193 d10             +3.438073000000001E+01 -3.356575858941451E-06 +0.000000000000000E+00 -7.530076837124131E-05 +4.375852638471649E-06 +0.000000000000000E+00 -1.899040084161181E-02
00194 b2              +3.448073000000001E+01 -2.918957642106305E-06 +0.000000000000000E+00 -7.530076837124131E-05 +4.375852638471649E-06 +0.000000000000000E+00 -1.899040084065426E-02
00195 mb2             +3.509486100000001E+01 -1.390054508650653E-06 +0.000000000000000E+00 -7.609443022028430E-05 +7.251756832334872E-07 +0.000000000000000E+00 -1.899047134370583E-02
00196 b2              +3.509486100000001E+01 -1.390054508650653E-06 +0.000000000000000E+00 -7.609443022028430E-05 +7.251756832334872E-07 +0.000000000000000E+00 -1.899047134370583E-02
00197 d18             +3.570899200000001E+01 -1.989959680376895E-06 +0.000000000000000E+00 -7.688808117179531E-05 -2.735022791602073E-06 +0.000000000000000E+00 -1.899052555861687E-02
00198 vcm             +3.588899200000001E+01 -2.482301638093678E-06 +0.000000000000000E+00 -7.688808117179531E-05 -2.735022791602073E-06 +0.000000000000000E+00 -1.899052555794354E-02
00199 d26             +3.588899200000001E+01 -2.482301638093678E-06 +0.000000000000000E+00 -7.688808117179531E-05 -2.735022791602073E-06 +0.000000000000000E+00 -1.899052555794354E-02
00200 sd3             +3.614899200000001E+01 -3.193462243684586E-06 +0.000000000000000E+00 -7.688808117179531E-05 -2.735022791602073E-06 +0.000000000000000E+00 -1.899052555697094E-02
00201 d17             +3.629899200000001E+01 -3.603729105188625E-06 +0.000000000000000E+00 -7.688808117179531E-05 -2.734771326994620E-06 +0.000000000000000E+00 -1.899052555640988E-02
00202 qf3             +3.646899200000001E+01 -4.068675979650735E-06 +0.000000000000000E+00 -7.688808117179531E-05 -2.734771326994620E-06 +0.000000000000000E+00 -1.899052555577407E-02
00203 d12             +3.671899200000001E+01 -4.345213665278394E-06 +0.000000000000000E+00 -7.688808118828796E-05 +5.582504234910580E-07 +0.000000000000000E+00 -1.899052555550741E-02
00204 BPM             +3.683899200000000E+01 -4.278218463326940E-06 +0.000000000000000E+00 -7.688808118828796E-05 +5.582504234910580E-07 +0.000000000000000E+00 -1.899052555548870E-02
00205 d11             +3.683899200000000E+01 -4.278218463326940E-06 +0.000000000000000E+00 -7.688808118828796E-05 +5.582504234910580E-07 +0.000000000000000E+00 -1.899052555548870E-02
00206 sf2             +3.694899200000000E+01 -4.216806194871440E-06 +0.000000000000000E+00 -7.688808118828796E-05 +5.582504234910580E-07 +0.000000000000000E+00 -1.899052555547156E-02
00207 d20             +3.709899200000000E+01 -4.133095132637979E-06 +0.000000000000000E+00 -7.688808118828796E-05 +5.578141701633009E-07 +0.000000000000000E+00 -1.899052555544820E-02
00208 qf4             +3.729899200000001E+01 -4.021523720093493E-06 +0.000000000000000E+00 -7.688808118828796E-05 +5.578141701633009E-07 +0.000000000000000E+00 -1.899052555541708E-02
00209 d15             +3.754899200000001E+01 -3.550430440444487E-06 +0.000000000000000E+00 -7.688808119857477E-05 +3.157344155701237E-06 +0.000000000000000E+00 -1.899052555490241E-02
00210 hcm             +3.769899200000000E+01 -3.076792399969187E-06 +0.000000000000000E+00 -7.688808119857477E-05 +3.157344155701237E-06 +0.000000000000000E+00 -1.899052555415464E-02
00211 crhv            +3.769899200000000E+01 -3.076792399969187E-06 +0.000000000000000E+00 -7.688808119857477E-05 +3.157344155701237E-06 +0.000000000000000E+00 -1.899052555415464E-02
00212 d12             +3.769899200000000E+01 -3.076792399969187E-06 +0.000000000000000E+00 -7.688808119857477E-05 +3.157344155701237E-06 +0.000000000000000E+00 -1.899052555415464E-02
00213 BPM             +3.781899200000000E+01 -2.697881967588947E-06 +0.000000000000000E+00 -7.688808119857477E-05 +3.157344155701237E-06 +0.000000000000000E+00 -1.899052555355641E-02
00214 d44             +3.781899200000000E+01 -2.697881967588947E-06 +0.000000000000000E+00 -7.688808119857477E-05 +3.157344155701237E-06 +0.000000000000000E+00 -1.899052555355641E-02
00215 b3              +3.825899200000000E+01 -1.308543715528066E-06 +0.000000000000000E+00 -7.688808119857477E-05 +3.157344155701237E-06 +0.000000000000000E+00 -1.899052555136294E-02
00216 mb3             +3.847299750000000E+01 -7.553155762803672E-07 +0.000000000000000E+00 -7.716464160515729E-05 +2.028173734029656E-06 +0.000000000000000E+00 -1.899053817680601E-02
00217 b3              +3.847299750000000E+01 -7.553155762803672E-07 +0.000000000000000E+00 -7.716464160515729E-05 +2.028173734029656E-06 +0.000000000000000E+00 -1.899053817680601E-02
00218 d13             +3.868700300000000E+01 -4.354869304837829E-07 +0.000000000000000E+00 -7.744119864505514E-05 +9.685333372867895E-07 +0.000000000000000E+00 -1.899054537075770E-02
00219 bc              +3.881700300000000E+01 -3.095678453116122E-07 +0.000000000000000E+00 -7.744119864505514E-05 +9.685333372867895E-07 +0.000000000000000E+00 -1.899054537069671E-02
00220 mc              +3.887970000000000E+01 -2.785271265593040E-07 +0.000000000000000E+00 -7.834603536520917E-05 +2.045407653474200E-08 +0.000000000000000E+00 -1.899054890268741E-02
00221 bc              +3.887970000000000E+01 -2.785271265593040E-07 +0.000000000000000E+00 -7.834603536520917E-05 +2.045407653474200E-08 +0.000000000000000E+00 -1.899054890268741E-02
00222 d13             +3.894239700000000E+01 -3.072339555750793E-07 +0.000000000000000E+00 -7.925087044799419E-05 -9.386763486455594E-07 +0.000000000000000E+00 -1.899055241971629E-02
00223 b3              +3.907239700000000E+01 -4.292715524847846E-07 +0.000000000000000E+00 -7.925087044799419E-05 -9.386763486455594E-07 +0.000000000000000E+00 -1.899055241965901E-02
00224 mb3             +3.928640250000000E+01 -7.452313135794016E-07 +0.000000000000000E+00 -7.952742627047576E-05 -2.022917380261011E-06 +0.000000000000000E+00 -1.899055950644350E-02
00225 b3              +3.928640250000000E+01 -7.452313135794016E-07 +0.000000000000000E+00 -7.952742627047576E-05 -2.022917380261011E-06 +0.000000000000000E+00 -1.899055950644350E-02
00226 d44             +3.950040800000000E+01 -1.300560419436230E-06 +0.000000000000000E+00 -7.980398514625237E-05 -3.183421825461950E-06 +0.000000000000000E+00 -1.899057201217909E-02
00227 BPM             +3.994040800000000E+01 -2.701377813449993E-06 +0.000000000000000E+00 -7.980398514625237E-05 -3.183421825461950E-06 +0.000000000000000E+00 -1.899057200994922E-02
00228 d12             +3.994040800000000E+01 -2.701377813449993E-06 +0.000000000000000E+00 -7.980398514625237E-05 -3.183421825461950E-06 +0.000000000000000E+00 -1.899057200994922E-02
00229 hcm             +4.006040800000000E+01 -3.083418920908292E-06 +0.000000000000000E+00 -7.980398514625237E-05 -3.183421825461950E-06 +0.000000000000000E+00 -1.899057200934107E-02
00230 d15             +4.006040800000000E+01 -3.083418920908292E-06 +0.000000000000000E+00 -7.980398514625237E-05 -3.183421825461950E-06 +0.000000000000000E+00 -1.899057200934107E-02
00231 qf4             +4.021040799999999E+01 -3.560970305231166E-06 +0.000000000000000E+00 -7.980398514625237E-05 -3.183421825461950E-06 +0.000000000000000E+00 -1.899057200858088E-02
00232 d20             +4.046040799999999E+01 -4.037523107501239E-06 +0.000000000000000E+00 -7.980398515661158E-05 -5.747805313931808E-07 +0.000000000000000E+00 -1.899057200805536E-02
00233 sf2             +4.066040800000000E+01 -4.152488388467452E-06 +0.000000000000000E+00 -7.980398515661158E-05 -5.747805313931808E-07 +0.000000000000000E+00 -1.899057200802232E-02
00234 d11             +4.081040800000000E+01 -4.238745169149791E-06 +0.000000000000000E+00 -7.980398515661158E-05 -5.752211150928158E-07 +0.000000000000000E+00 -1.899057200799752E-02
00235 BPM             +4.092040799999999E+01 -4.302024541756114E-06 +0.000000000000000E+00 -7.980398515661158E-05 -5.752211150928158E-07 +0.000000000000000E+00 -1.899057200797932E-02
00236 d12             +4.092040799999999E+01 -4.302024541756114E-06 +0.000000000000000E+00 -7.980398515661158E-05 -5.752211150928158E-07 +0.000000000000000E+00 -1.899057200797932E-02
00237 qf3             +4.104040799999999E+01 -4.371056584599374E-06 +0.000000000000000E+00 -7.980398515661158E-05 -5.752211150928158E-07 +0.000000000000000E+00 -1.899057200795946E-02
00238 d17             +4.129040799999999E+01 -4.096177826812656E-06 +0.000000000000000E+00 -7.980398517331381E-05 +2.738678828272039E-06 +0.000000000000000E+00 -1.899057200769319E-02
00239 sd3             +4.146040799999999E+01 -3.630565268268691E-06 +0.000000000000000E+00 -7.980398517331381E-05 +2.738678828272039E-06 +0.000000000000000E+00 -1.899057200705556E-02
00240 d26             +4.161040799999999E+01 -3.219710735921466E-06 +0.000000000000000E+00 -7.980398517331381E-05 +2.738934232085431E-06 +0.000000000000000E+00 -1.899057200649289E-02
00241 vcm             +4.187040799999999E+01 -2.507531000798231E-06 +0.000000000000000E+00 -7.980398517331381E-05 +2.738934232085431E-06 +0.000000000000000E+00 -1.899057200551750E-02
00242 crhv            +4.187040799999999E+01 -2.507531000798231E-06 +0.000000000000000E+00 -7.980398517331381E-05 +2.738934232085431E-06 +0.000000000000000E+00 -1.899057200551750E-02
00243 d18             +4.187040799999999E+01 -2.507531000798231E-06 +0.000000000000000E+00 -7.980398517331381E-05 +2.738934232085431E-06 +0.000000000000000E+00 -1.899057200551750E-02
00244 b2              +4.205040799999999E+01 -2.014483491866761E-06 +0.000000000000000E+00 -7.980398517331381E-05 +2.738934232085431E-06 +0.000000000000000E+00 -1.899057200484224E-02
00245 mb2             +4.266453899999999E+01 -1.454529483831317E-06 +0.000000000000000E+00 -8.059763101666031E-05 -8.717249950974177E-07 +0.000000000000000E+00 -1.899062753892504E-02
00246 b2              +4.266453899999999E+01 -1.454529483831317E-06 +0.000000000000000E+00 -8.059763101666031E-05 -8.717249950974177E-07 +0.000000000000000E+00 -1.899062753892504E-02
